id_voto;dpi_ciudadano;mesa_id;fecha_hora
85;2994280000000;48;2023-06-25 08:01
86;5738050000000;35;2023-06-25 07:22
87;1135460000000;81;2023-06-25 19:42
88;3349920000000;9;2023-06-25 07:47
89;6911560000000;62;2023-06-25 07:49
90;1807650000000;12;2023-06-25 17:48
91;6087300000000;1;2023-06-25 05:05
92;6740370000000;41;2023-06-25 17:03
93;4692000000000;55;2023-06-25 06:46
94;7348130000000;69;2023-06-25 18:39
95;3153780000000;51;2023-06-25 08:59
96;9816990000000;69;2023-06-25 13:50
97;2557800000000;21;2023-06-25 07:10
98;9011170000000;65;2023-06-25 14:14
99;6015510000000;92;2023-06-25 18:32
100;8659900000000;79;2023-06-25 08:11
101;7210860000000;98;2023-06-25 17:24
102;6542580000000;32;2023-06-25 19:56
103;7841230000000;98;2023-06-25 13:14
104;1622020000000;53;2023-06-25 10:56
105;4695860000000;68;2023-06-25 16:55
106;8246030000000;93;2023-06-25 13:43
107;8563900000000;8;2023-06-25 13:30
108;4522650000000;83;2023-06-25 10:35
109;7893350000000;76;2023-06-25 05:45
110;5642520000000;71;2023-06-25 11:52
111;7074280000000;67;2023-06-25 18:55
112;4792520000000;58;2023-06-25 17:38
113;3534820000000;56;2023-06-25 06:17
114;8334010000000;58;2023-06-25 06:37
115;1235680000000;70;2023-06-25 18:08
116;4559770000000;76;2023-06-25 16:58
117;4628710000000;77;2023-06-25 10:53
118;2408730000000;78;2023-06-25 08:22
119;2482880000000;5;2023-06-25 11:31
120;1476340000000;21;2023-06-25 16:22
121;6879580000000;54;2023-06-25 12:24
122;2960720000000;87;2023-06-25 13:57
123;4887260000000;46;2023-06-25 07:36
124;1511950000000;60;2023-06-25 14:22
125;4190440000000;15;2023-06-25 11:10
126;8194720000000;57;2023-06-25 14:46
127;8104930000000;79;2023-06-25 07:19
128;3566920000000;45;2023-06-25 05:45
129;7207910000000;17;2023-06-25 18:33
130;1020450000000;3;2023-06-25 14:01
131;8417100000000;81;2023-06-25 05:58
132;3896020000000;96;2023-06-25 18:04
133;6804850000000;99;2023-06-25 07:37
134;9834340000000;87;2023-06-25 11:38
135;4042470000000;23;2023-06-25 13:51
136;3841770000000;46;2023-06-25 19:42
137;7242150000000;92;2023-06-25 17:15
138;3907710000000;60;2023-06-25 06:50
139;7346550000000;23;2023-06-25 05:18
140;6533030000000;19;2023-06-25 11:58
141;7439410000000;82;2023-06-25 08:22
142;1315480000000;82;2023-06-25 19:05
143;3506010000000;19;2023-06-25 10:31
144;2107670000000;67;2023-06-25 16:25
145;8590220000000;96;2023-06-25 12:12
146;1319740000000;15;2023-06-25 11:12
147;2573780000000;45;2023-06-25 09:53
148;3798310000000;99;2023-06-25 13:14
149;1060870000000;17;2023-06-25 18:53
150;7678240000000;59;2023-06-25 11:16
151;6614300000000;42;2023-06-25 07:35
152;9115280000000;22;2023-06-25 05:29
153;8568740000000;39;2023-06-25 05:25
154;2965510000000;87;2023-06-25 12:55
155;6121230000000;23;2023-06-25 16:29
156;9553360000000;3;2023-06-25 12:12
157;4973230000000;36;2023-06-25 11:15
158;1709390000000;38;2023-06-25 12:56
159;4545490000000;62;2023-06-25 06:46
160;7071170000000;6;2023-06-25 06:28
161;3754590000000;33;2023-06-25 13:17
162;1063120000000;62;2023-06-25 05:02
163;1011310000000;97;2023-06-25 11:12
164;2577020000000;46;2023-06-25 17:28
165;6849180000000;84;2023-06-25 15:37
166;2738960000000;50;2023-06-25 16:57
167;7954930000000;95;2023-06-25 18:36
168;9429100000000;89;2023-06-25 19:15
169;4229040000000;28;2023-06-25 12:22
170;1698990000000;55;2023-06-25 16:11
171;9211610000000;63;2023-06-25 11:44
172;5090840000000;58;2023-06-25 12:05
173;9316780000000;53;2023-06-25 14:06
174;9422090000000;85;2023-06-25 18:31
175;3537280000000;15;2023-06-25 19:14
176;2124530000000;73;2023-06-25 17:35
177;8344090000000;28;2023-06-25 11:05
178;7467360000000;24;2023-06-25 07:40
179;6736060000000;44;2023-06-25 08:24
180;3229760000000;45;2023-06-25 11:45
181;4315120000000;18;2023-06-25 09:02
182;6033940000000;77;2023-06-25 19:45
183;8543320000000;89;2023-06-25 11:59
184;3435140000000;87;2023-06-25 09:06
185;8799940000000;4;2023-06-25 12:47
186;9778460000000;38;2023-06-25 15:44
187;4950460000000;17;2023-06-25 07:15
188;4178100000000;59;2023-06-25 05:22
189;2682830000000;50;2023-06-25 16:26
190;3582180000000;62;2023-06-25 17:06
191;9968570000000;50;2023-06-25 16:10
192;3657060000000;13;2023-06-25 16:27
193;9476210000000;92;2023-06-25 19:16
194;5750360000000;1;2023-06-25 14:11
195;5839420000000;38;2023-06-25 11:10
196;3270580000000;32;2023-06-25 17:02
197;5081260000000;44;2023-06-25 06:59
198;6962990000000;71;2023-06-25 18:19
199;3916130000000;55;2023-06-25 14:19
200;6217040000000;86;2023-06-25 05:00
201;4009820000000;93;2023-06-25 05:03
202;5774560000000;92;2023-06-25 15:00
203;6141540000000;4;2023-06-25 16:16
204;1788750000000;59;2023-06-25 11:07
205;7613270000000;13;2023-06-25 19:08
206;4463150000000;56;2023-06-25 07:49
207;5915410000000;19;2023-06-25 11:34
208;3160990000000;80;2023-06-25 18:33
209;8617610000000;48;2023-06-25 11:59
210;8862440000000;8;2023-06-25 07:26
211;8434870000000;87;2023-06-25 05:56
212;5721000000000;24;2023-06-25 12:23
213;9806590000000;65;2023-06-25 09:23
214;3759580000000;82;2023-06-25 08:36
215;7870390000000;41;2023-06-25 07:48
216;6714490000000;36;2023-06-25 19:20
217;2411880000000;92;2023-06-25 06:53
218;2886030000000;14;2023-06-25 14:27
219;1136980000000;66;2023-06-25 19:42
220;1535790000000;6;2023-06-25 15:16
221;6799420000000;91;2023-06-25 10:12
222;6317460000000;57;2023-06-25 14:30
223;2820150000000;99;2023-06-25 06:17
224;4249740000000;54;2023-06-25 08:01
225;2746650000000;48;2023-06-25 07:27
226;9522780000000;99;2023-06-25 13:52
227;5701220000000;5;2023-06-25 15:58
228;4475120000000;77;2023-06-25 14:39
229;2197880000000;16;2023-06-25 06:21
230;5715940000000;51;2023-06-25 08:49
231;1508830000000;69;2023-06-25 12:00
232;2722740000000;17;2023-06-25 13:24
233;6232740000000;66;2023-06-25 11:23
234;8901930000000;80;2023-06-25 10:32
235;6780900000000;83;2023-06-25 07:19
236;3436180000000;38;2023-06-25 14:10
237;3707160000000;60;2023-06-25 08:58
238;1597760000000;90;2023-06-25 14:46
239;4281210000000;54;2023-06-25 19:18
240;9071420000000;14;2023-06-25 12:59
241;3266490000000;100;2023-06-25 16:23
242;5839910000000;50;2023-06-25 05:02
243;7840320000000;79;2023-06-25 16:20
244;9782810000000;70;2023-06-25 13:19
245;4461170000000;25;2023-06-25 05:24
246;9423400000000;8;2023-06-25 12:09
247;2033070000000;89;2023-06-25 17:27
248;4464410000000;19;2023-06-25 12:09
249;5085830000000;16;2023-06-25 13:22
250;2131060000000;44;2023-06-25 10:03
251;6145800000000;33;2023-06-25 16:37
252;1990020000000;50;2023-06-25 07:03
253;5730260000000;62;2023-06-25 08:55
254;4976070000000;78;2023-06-25 13:21
255;6752040000000;73;2023-06-25 09:06
256;5128880000000;80;2023-06-25 10:03
257;3552330000000;20;2023-06-25 09:07
258;5877140000000;42;2023-06-25 06:34
259;3291500000000;55;2023-06-25 18:24
260;6974040000000;185;2023-06-25 11:54
261;7112550000000;118;2023-06-25 14:15
262;3890200000000;197;2023-06-25 13:20
263;7873330000000;121;2023-06-25 16:50
264;5189830000000;124;2023-06-25 06:09
265;5925170000000;130;2023-06-25 10:35
266;6190920000000;122;2023-06-25 06:56
267;5325800000000;133;2023-06-25 17:52
268;9462670000000;189;2023-06-25 09:07
269;5419350000000;110;2023-06-25 17:46
270;1688430000000;104;2023-06-25 14:16
271;4426760000000;169;2023-06-25 16:26
272;1611150000000;144;2023-06-25 08:37
273;3943760000000;100;2023-06-25 13:12
274;4485530000000;135;2023-06-25 19:08
275;2083350000000;147;2023-06-25 07:27
276;7219350000000;194;2023-06-25 07:45
277;5840220000000;200;2023-06-25 14:43
278;5271380000000;161;2023-06-25 07:15
279;8190470000000;152;2023-06-25 07:16
280;3246490000000;131;2023-06-25 16:43
281;9097500000000;200;2023-06-25 11:41
282;5873690000000;147;2023-06-25 16:05
283;8467440000000;180;2023-06-25 19:10
284;7058160000000;133;2023-06-25 13:39
285;8235090000000;147;2023-06-25 19:57
286;6729660000000;159;2023-06-25 06:50
287;1267900000000;133;2023-06-25 07:59
288;4492170000000;189;2023-06-25 10:46
289;1610870000000;122;2023-06-25 10:44
290;4138480000000;178;2023-06-25 17:46
291;6636060000000;176;2023-06-25 15:40
292;3440860000000;105;2023-06-25 08:35
293;2944910000000;114;2023-06-25 11:44
294;8001160000000;149;2023-06-25 17:08
295;3476240000000;142;2023-06-25 14:04
296;4629930000000;140;2023-06-25 08:28
297;1234500000000;123;2023-06-25 08:12
298;3514430000000;100;2023-06-25 18:22
299;2839150000000;192;2023-06-25 15:47
300;8166000000000;187;2023-06-25 14:25
301;9450070000000;135;2023-06-25 09:55
302;7549270000000;185;2023-06-25 16:44
303;4559870000000;193;2023-06-25 11:36
304;6458090000000;116;2023-06-25 16:01
305;4901920000000;107;2023-06-25 05:40
306;4990250000000;129;2023-06-25 13:49
307;3613010000000;125;2023-06-25 17:20
308;4214090000000;145;2023-06-25 08:32
309;5970230000000;138;2023-06-25 17:35
310;8083660000000;154;2023-06-25 14:26
311;9332940000000;127;2023-06-25 09:45
312;9884610000000;113;2023-06-25 18:01
313;4982920000000;140;2023-06-25 13:58
314;5543110000000;135;2023-06-25 19:18
315;9687520000000;164;2023-06-25 12:19
316;3363320000000;138;2023-06-25 08:40
317;1920310000000;184;2023-06-25 06:09
318;3824730000000;192;2023-06-25 07:00
319;1406040000000;107;2023-06-25 11:37
320;3121730000000;185;2023-06-25 15:08
321;4204170000000;188;2023-06-25 19:18
322;4385150000000;120;2023-06-25 13:12
323;8913110000000;183;2023-06-25 15:38
324;6241620000000;185;2023-06-25 14:35
325;3864940000000;183;2023-06-25 11:32
326;8887500000000;108;2023-06-25 05:26
327;6783230000000;162;2023-06-25 17:08
328;8608120000000;181;2023-06-25 12:29
329;9608520000000;137;2023-06-25 18:25
330;5066650000000;192;2023-06-25 10:03
331;6756220000000;194;2023-06-25 18:35
332;6627230000000;143;2023-06-25 16:08
333;1602540000000;179;2023-06-25 18:34
334;7147650000000;159;2023-06-25 19:09
335;1547440000000;187;2023-06-25 06:08
336;6641840000000;163;2023-06-25 12:07
337;6800320000000;175;2023-06-25 08:43
338;9953630000000;105;2023-06-25 05:46
339;3703640000000;173;2023-06-25 18:36
340;3233500000000;129;2023-06-25 19:31
341;7501880000000;130;2023-06-25 10:42
342;2103400000000;195;2023-06-25 07:42
343;4206210000000;100;2023-06-25 17:18
344;4209970000000;116;2023-06-25 14:04
345;9166660000000;200;2023-06-25 06:05
346;7329670000000;156;2023-06-25 10:29
347;4278090000000;112;2023-06-25 10:45
348;8283420000000;158;2023-06-25 19:47
349;5332550000000;136;2023-06-25 08:36
350;4183810000000;147;2023-06-25 19:09
351;3903850000000;101;2023-06-25 06:20
352;8900800000000;140;2023-06-25 19:08
353;4386900000000;125;2023-06-25 05:48
354;5195880000000;134;2023-06-25 07:11
355;9515340000000;126;2023-06-25 09:15
356;9114510000000;176;2023-06-25 09:10
357;8435380000000;110;2023-06-25 15:22
358;1342020000000;180;2023-06-25 06:50
359;8974270000000;158;2023-06-25 12:08
360;1958310000000;161;2023-06-25 10:23
361;3768310000000;102;2023-06-25 06:16
362;6298320000000;199;2023-06-25 15:10
363;2709900000000;167;2023-06-25 09:48
364;7151350000000;116;2023-06-25 19:33
365;6676870000000;116;2023-06-25 12:25
366;2907660000000;168;2023-06-25 07:12
367;2355790000000;171;2023-06-25 16:46
368;3245470000000;184;2023-06-25 13:19
369;5706960000000;109;2023-06-25 10:38
370;7993870000000;176;2023-06-25 13:14
371;4572380000000;147;2023-06-25 08:36
372;4145800000000;101;2023-06-25 13:57
373;3620590000000;144;2023-06-25 11:00
374;4629720000000;172;2023-06-25 08:55
375;7239370000000;113;2023-06-25 07:10
376;4421100000000;142;2023-06-25 18:56
377;6753230000000;199;2023-06-25 09:38
378;5031180000000;188;2023-06-25 12:07
379;8297180000000;182;2023-06-25 10:00
380;2840030000000;144;2023-06-25 17:30
381;2222660000000;101;2023-06-25 09:42
382;8383920000000;173;2023-06-25 10:06
383;9864840000000;186;2023-06-25 17:15
384;8890350000000;172;2023-06-25 09:58
385;9343710000000;161;2023-06-25 16:56
386;4822750000000;131;2023-06-25 12:51
387;3029050000000;191;2023-06-25 11:25
388;3063470000000;176;2023-06-25 14:21
389;3250250000000;164;2023-06-25 08:45
390;5156820000000;181;2023-06-25 09:15
391;9124730000000;172;2023-06-25 19:20
392;7517000000000;111;2023-06-25 18:31
393;5754060000000;161;2023-06-25 13:36
394;2777770000000;132;2023-06-25 19:14
395;6711410000000;121;2023-06-25 08:46
396;5702690000000;108;2023-06-25 06:27
397;6741780000000;175;2023-06-25 09:25
398;3066670000000;154;2023-06-25 07:08
399;6593740000000;180;2023-06-25 13:46
400;7238010000000;200;2023-06-25 16:32
401;3345360000000;127;2023-06-25 12:11
402;9170690000000;197;2023-06-25 12:54
403;9736720000000;179;2023-06-25 06:40
404;2091210000000;168;2023-06-25 12:04
405;1305580000000;146;2023-06-25 12:53
406;2292540000000;171;2023-06-25 17:53
407;8908740000000;117;2023-06-25 15:12
408;6353550000000;173;2023-06-25 17:39
409;9949640000000;187;2023-06-25 15:11
410;3266030000000;145;2023-06-25 11:51
411;9875020000000;191;2023-06-25 08:44
412;4601660000000;153;2023-06-25 14:25
413;4533400000000;124;2023-06-25 06:13
414;2266290000000;125;2023-06-25 07:43
415;7819510000000;161;2023-06-25 13:59
416;8096670000000;118;2023-06-25 18:12
417;1510480000000;157;2023-06-25 13:31
418;8490000000000;152;2023-06-25 11:59
419;5912060000000;180;2023-06-25 12:21
420;3887390000000;113;2023-06-25 14:24
421;3793880000000;184;2023-06-25 06:32
422;2694170000000;138;2023-06-25 10:31
423;6908580000000;103;2023-06-25 15:36
424;6520640000000;100;2023-06-25 16:59
425;4463070000000;158;2023-06-25 18:30
426;7428150000000;200;2023-06-25 09:43
427;5707800000000;190;2023-06-25 05:36
428;6578950000000;168;2023-06-25 17:31
429;9316690000000;171;2023-06-25 16:40
430;7009950000000;190;2023-06-25 16:10
431;6319280000000;187;2023-06-25 11:17
432;4308120000000;146;2023-06-25 16:08
433;9576520000000;175;2023-06-25 08:34
434;5247320000000;175;2023-06-25 18:50
435;3838330000000;196;2023-06-25 12:49
436;8368860000000;187;2023-06-25 10:00
437;2831710000000;180;2023-06-25 09:57
438;1854510000000;119;2023-06-25 13:25
439;9582930000000;180;2023-06-25 08:27
440;9169750000000;174;2023-06-25 07:05
441;4867070000000;140;2023-06-25 12:37
442;8669170000000;155;2023-06-25 08:10
443;4393770000000;149;2023-06-25 13:36
444;6814050000000;114;2023-06-25 09:33
445;4118940000000;196;2023-06-25 07:35
446;4056450000000;112;2023-06-25 14:20
447;5792570000000;162;2023-06-25 05:22
448;9392290000000;151;2023-06-25 18:23
449;8084700000000;184;2023-06-25 18:35
450;4867120000000;173;2023-06-25 08:22
451;7466860000000;140;2023-06-25 10:32
452;5895490000000;115;2023-06-25 11:49
453;4702160000000;139;2023-06-25 10:53
454;3529530000000;195;2023-06-25 08:16
455;5971510000000;167;2023-06-25 14:20
456;2818440000000;174;2023-06-25 12:19
457;8371340000000;195;2023-06-25 19:19
458;5241490000000;189;2023-06-25 08:10
459;2748690000000;179;2023-06-25 17:48
460;2118580000000;128;2023-06-25 13:00
461;8121470000000;180;2023-06-25 12:29
462;8782760000000;100;2023-06-25 10:21
463;2900050000000;183;2023-06-25 06:23
464;8651900000000;178;2023-06-25 11:40
465;7984930000000;123;2023-06-25 17:46
466;9989790000000;121;2023-06-25 19:36
467;4027620000000;120;2023-06-25 14:44
468;8546600000000;153;2023-06-25 06:59
469;7571870000000;155;2023-06-25 07:28
470;4637110000000;174;2023-06-25 05:32
471;5516550000000;157;2023-06-25 19:51
472;9592500000000;120;2023-06-25 06:20
473;6154550000000;139;2023-06-25 14:02
474;7809400000000;199;2023-06-25 14:51
475;2624910000000;187;2023-06-25 11:44
476;7583390000000;101;2023-06-25 16:07
477;9521510000000;161;2023-06-25 05:17
478;8890680000000;138;2023-06-25 05:31
479;9500720000000;173;2023-06-25 05:39
480;2002970000000;185;2023-06-25 14:08
481;6475450000000;194;2023-06-25 15:19
482;2087000000000;148;2023-06-25 19:23
483;7773780000000;112;2023-06-25 14:12
484;5768670000000;152;2023-06-25 10:33
485;2571710000000;131;2023-06-25 19:24
486;2926600000000;109;2023-06-25 14:16
487;9171560000000;157;2023-06-25 17:55
488;1995700000000;199;2023-06-25 07:30
489;2841050000000;152;2023-06-25 16:03
490;5845340000000;149;2023-06-25 05:11
491;9278850000000;175;2023-06-25 18:41
492;4623740000000;109;2023-06-25 15:36
493;1246180000000;146;2023-06-25 10:26
494;7582590000000;150;2023-06-25 05:45
495;4578870000000;195;2023-06-25 06:31
496;9505490000000;165;2023-06-25 19:45
497;5177080000000;175;2023-06-25 14:39
498;6101830000000;107;2023-06-25 08:27
499;2977270000000;129;2023-06-25 16:54
500;5186800000000;175;2023-06-25 07:07
501;5474900000000;153;2023-06-25 11:55
502;2889720000000;132;2023-06-25 07:43
503;4134280000000;197;2023-06-25 08:18
504;8089320000000;174;2023-06-25 12:50
505;1898560000000;142;2023-06-25 17:31
506;4452670000000;178;2023-06-25 09:09
507;1094040000000;162;2023-06-25 05:30
508;7667670000000;167;2023-06-25 11:34
509;5337320000000;152;2023-06-25 19:00
510;7443240000000;172;2023-06-25 09:57
511;3514820000000;125;2023-06-25 05:05
512;3092460000000;164;2023-06-25 08:55
513;4904410000000;105;2023-06-25 13:12
514;5497310000000;223;2023-06-25 16:38
515;8231240000000;287;2023-06-25 08:12
516;8879570000000;291;2023-06-25 19:55
517;5515440000000;234;2023-06-25 12:03
518;3066820000000;260;2023-06-25 14:04
519;3282040000000;260;2023-06-25 05:51
520;2448130000000;297;2023-06-25 09:04
521;9002970000000;236;2023-06-25 06:04
522;1697350000000;300;2023-06-25 16:12
523;4141280000000;292;2023-06-25 17:42
524;7800090000000;237;2023-06-25 19:51
525;1300220000000;255;2023-06-25 08:41
526;5378640000000;264;2023-06-25 14:50
527;5609910000000;231;2023-06-25 13:56
528;4427230000000;259;2023-06-25 09:03
529;5178630000000;221;2023-06-25 15:54
530;7201110000000;229;2023-06-25 18:41
531;6442410000000;240;2023-06-25 14:00
532;7394810000000;252;2023-06-25 06:48
533;4782210000000;235;2023-06-25 14:29
534;7870020000000;232;2023-06-25 07:46
535;6310670000000;211;2023-06-25 10:40
536;8847480000000;276;2023-06-25 17:54
537;1721050000000;298;2023-06-25 14:19
538;5052920000000;241;2023-06-25 16:11
539;4403400000000;220;2023-06-25 15:13
540;5193470000000;262;2023-06-25 16:12
541;2578750000000;230;2023-06-25 05:00
542;9051870000000;242;2023-06-25 19:44
543;1529670000000;254;2023-06-25 09:36
544;3548920000000;232;2023-06-25 12:59
545;1013330000000;259;2023-06-25 10:14
546;8018300000000;295;2023-06-25 10:22
547;2494220000000;221;2023-06-25 10:58
548;8690110000000;214;2023-06-25 11:54
549;1857370000000;269;2023-06-25 07:44
550;6104160000000;267;2023-06-25 09:13
551;8499910000000;259;2023-06-25 10:08
552;6458210000000;262;2023-06-25 12:21
553;3771930000000;286;2023-06-25 17:28
554;9423930000000;285;2023-06-25 14:55
555;6638030000000;288;2023-06-25 08:48
556;5721930000000;225;2023-06-25 08:11
557;8579540000000;205;2023-06-25 15:12
558;1089800000000;227;2023-06-25 08:05
559;4598430000000;234;2023-06-25 12:13
560;8455760000000;241;2023-06-25 09:45
561;4506040000000;223;2023-06-25 17:20
562;6341230000000;201;2023-06-25 17:59
563;9512960000000;267;2023-06-25 18:26
564;9562820000000;200;2023-06-25 11:53
565;2477360000000;299;2023-06-25 05:03
566;2740320000000;266;2023-06-25 07:21
567;5347690000000;242;2023-06-25 14:22
568;2810790000000;207;2023-06-25 05:33
569;3306910000000;202;2023-06-25 08:33
570;4899110000000;248;2023-06-25 09:33
571;9462280000000;207;2023-06-25 14:26
572;6179570000000;245;2023-06-25 05:02
573;4572020000000;241;2023-06-25 11:13
574;8892690000000;286;2023-06-25 10:42
575;9099540000000;266;2023-06-25 10:30
576;7631120000000;226;2023-06-25 10:59
577;3291920000000;246;2023-06-25 12:21
578;3680050000000;284;2023-06-25 09:00
579;4262150000000;209;2023-06-25 17:27
580;4377510000000;248;2023-06-25 13:11
581;7846320000000;289;2023-06-25 17:56
582;8957150000000;266;2023-06-25 07:21
583;3191600000000;214;2023-06-25 18:28
584;3654960000000;226;2023-06-25 10:24
585;2274620000000;285;2023-06-25 09:40
586;6483030000000;272;2023-06-25 12:35
587;7618500000000;203;2023-06-25 19:09
588;8670020000000;222;2023-06-25 09:25
589;2990860000000;228;2023-06-25 15:05
590;4906840000000;300;2023-06-25 15:12
591;2715140000000;223;2023-06-25 15:51
592;5592320000000;248;2023-06-25 06:23
593;8075530000000;249;2023-06-25 18:30
594;7442780000000;281;2023-06-25 12:03
595;7692070000000;300;2023-06-25 07:55
596;1384240000000;226;2023-06-25 13:47
597;1712960000000;229;2023-06-25 07:00
598;9356450000000;201;2023-06-25 19:30
599;9621430000000;210;2023-06-25 17:21
600;1682420000000;253;2023-06-25 06:28
601;3471180000000;259;2023-06-25 14:16
602;8110710000000;232;2023-06-25 07:16
603;5857960000000;268;2023-06-25 05:49
604;3691680000000;202;2023-06-25 10:52
605;3190620000000;201;2023-06-25 15:24
606;8401520000000;291;2023-06-25 16:39
607;2012060000000;261;2023-06-25 11:56
608;9577020000000;290;2023-06-25 07:49
609;9632490000000;233;2023-06-25 18:35
610;1052710000000;287;2023-06-25 06:23
611;7474500000000;210;2023-06-25 14:51
612;1158830000000;206;2023-06-25 13:02
613;6994650000000;260;2023-06-25 12:16
614;4122010000000;264;2023-06-25 09:57
615;7006590000000;241;2023-06-25 16:15
616;2137940000000;204;2023-06-25 10:53
617;6008910000000;201;2023-06-25 14:42
618;1315090000000;231;2023-06-25 13:05
619;3254560000000;278;2023-06-25 19:31
620;2831380000000;290;2023-06-25 13:27
621;6580140000000;299;2023-06-25 10:30
622;5117740000000;263;2023-06-25 19:10
623;4713990000000;274;2023-06-25 07:40
624;2257310000000;283;2023-06-25 10:41
625;3670120000000;220;2023-06-25 06:17
626;6441200000000;222;2023-06-25 16:50
627;3396110000000;260;2023-06-25 19:55
628;1675710000000;202;2023-06-25 05:00
629;3715630000000;244;2023-06-25 17:17
630;4812640000000;259;2023-06-25 13:00
631;4949450000000;236;2023-06-25 09:29
632;7523930000000;281;2023-06-25 06:19
633;6410790000000;223;2023-06-25 09:47
634;8661610000000;206;2023-06-25 09:02
635;3475710000000;260;2023-06-25 07:42
636;2353740000000;211;2023-06-25 14:42
637;8902250000000;256;2023-06-25 11:39
638;2064040000000;219;2023-06-25 05:06
639;7764930000000;257;2023-06-25 19:06
640;8655330000000;244;2023-06-25 08:31
641;1720920000000;286;2023-06-25 06:25
642;5787650000000;265;2023-06-25 15:48
643;5259520000000;252;2023-06-25 17:49
644;6967360000000;291;2023-06-25 16:09
645;6272400000000;260;2023-06-25 13:45
646;7516560000000;257;2023-06-25 08:49
647;9592650000000;222;2023-06-25 06:28
648;5987750000000;262;2023-06-25 07:17
649;7468020000000;286;2023-06-25 10:32
650;3736070000000;238;2023-06-25 11:28
651;7387360000000;242;2023-06-25 14:03
652;9480740000000;240;2023-06-25 12:54
653;7364510000000;205;2023-06-25 17:32
654;5822440000000;254;2023-06-25 06:45
655;2136790000000;233;2023-06-25 06:24
656;9278490000000;228;2023-06-25 07:14
657;1165930000000;253;2023-06-25 06:18
658;9322130000000;238;2023-06-25 12:24
659;7456710000000;286;2023-06-25 08:42
660;7101530000000;232;2023-06-25 16:06
661;9010090000000;263;2023-06-25 15:04
662;9879490000000;264;2023-06-25 16:31
663;2221380000000;262;2023-06-25 19:18
664;3148830000000;268;2023-06-25 06:17
